characteristic, value, user_id, study_name, 
citizenship,us,11641963,alexandersanchez.exemplars1,
residence,us,11641963,alexandersanchez.exemplars1,
politicalid,0,11641969,alexandersanchez.exemplars1,
religionid,1,11641969,alexandersanchez.exemplars1,
birthyear,2004,11641969,alexandersanchez.exemplars1,
education,3,11641969,alexandersanchez.exemplars1,
genoccupation,35-,11641969,alexandersanchez.exemplars1,
occupation,35-9000,11641969,alexandersanchez.exemplars1,
birthmonth,4,11641969,alexandersanchez.exemplars1,
gender,f,11641969,alexandersanchez.exemplars1,
state,nc,11641969,alexandersanchez.exemplars1,
religion,none,11641969,alexandersanchez.exemplars1,
relfamily,spiritual,11641969,alexandersanchez.exemplars1,
citizenship,us,11641969,alexandersanchez.exemplars1,
residence,us,11641969,alexandersanchez.exemplars1,
raceethnic,white,11641969,alexandersanchez.exemplars1,
politicalid,-2,11641974,alexandersanchez.exemplars1,
birthyear,1981,11641974,alexandersanchez.exemplars1,
religionid,3,11641974,alexandersanchez.exemplars1,
genoccupation,39-,11641974,alexandersanchez.exemplars1,
occupation,39-9000,11641974,alexandersanchez.exemplars1,
education,5,11641974,alexandersanchez.exemplars1,
birthmonth,6,11641974,alexandersanchez.exemplars1,
relfamily,baptist,11641974,alexandersanchez.exemplars1,
reldenom,independentbaptist,11641974,alexandersanchez.exemplars1,
gender,m,11641974,alexandersanchez.exemplars1,
religion,protestant,11641974,alexandersanchez.exemplars1,
state,tx,11641974,alexandersanchez.exemplars1,
citizenship,us,11641974,alexandersanchez.exemplars1,
residence,us,11641974,alexandersanchez.exemplars1,
raceethnic,white,11641974,alexandersanchez.exemplars1,
politicalid,-2,11641976,alexandersanchez.exemplars1,
birthyear,1998,11641976,alexandersanchez.exemplars1,
genoccupation,25-,11641976,alexandersanchez.exemplars1,
occupation,25-9999,11641976,alexandersanchez.exemplars1,
birthmonth,3,11641976,alexandersanchez.exemplars1,
religionid,4,11641976,alexandersanchez.exemplars1,
education,7,11641976,alexandersanchez.exemplars1,
state,al,11641976,alexandersanchez.exemplars1,
religion,catholic,11641976,alexandersanchez.exemplars1,
gender,f,11641976,alexandersanchez.exemplars1,
relfamily,romancatholic,11641976,alexandersanchez.exemplars1,
citizenship,us,11641976,alexandersanchez.exemplars1,
residence,us,11641976,alexandersanchez.exemplars1,
raceethnic,white,11641976,alexandersanchez.exemplars1,
politicalid,1,11641977,alexandersanchez.exemplars1,
genoccupation,13-,11641977,alexandersanchez.exemplars1,
occupation,13-1000,11641977,alexandersanchez.exemplars1,
birthyear,1984,11641977,alexandersanchez.exemplars1,
religionid,2,11641977,alexandersanchez.exemplars1,
birthmonth,9,11641977,alexandersanchez.exemplars1,
education,9,11641977,alexandersanchez.exemplars1,
relfamily,anglican,11641977,alexandersanchez.exemplars1,
reldenom,episcopalian,11641977,alexandersanchez.exemplars1,
gender,f,11641977,alexandersanchez.exemplars1,
religion,protestant,11641977,alexandersanchez.exemplars1,
state,sc,11641977,alexandersanchez.exemplars1,
citizenship,us,11641977,alexandersanchez.exemplars1,
residence,us,11641977,alexandersanchez.exemplars1,
raceethnic,white,11641977,alexandersanchez.exemplars1,
politicalid,0,11641979,alexandersanchez.exemplars1,
birthyear,1995,11641979,alexandersanchez.exemplars1,
genoccupation,25-,11641979,alexandersanchez.exemplars1,
occupation,25-2000,11641979,alexandersanchez.exemplars1,
religionid,3,11641979,alexandersanchez.exemplars1,
birthmonth,5,11641979,alexandersanchez.exemplars1,
education,7,11641979,alexandersanchez.exemplars1,
state,ar,11641979,alexandersanchez.exemplars1,
gender,m,11641979,alexandersanchez.exemplars1,
reldenom,nondenominational,11641979,alexandersanchez.exemplars1,
relfamily,nondenominational,11641979,alexandersanchez.exemplars1,
religion,protestant,11641979,alexandersanchez.exemplars1,
citizenship,us,11641979,alexandersanchez.exemplars1,
residence,us,11641979,alexandersanchez.exemplars1,
raceethnic,white,11641979,alexandersanchez.exemplars1,
politicalid,0,11641980,alexandersanchez.exemplars1,
religionid,1,11641980,alexandersanchez.exemplars1,
birthyear,2005,11641980,alexandersanchez.exemplars1,
education,3,11641980,alexandersanchez.exemplars1,
birthmonth,6,11641980,alexandersanchez.exemplars1,
genoccupation,9998,11641980,alexandersanchez.exemplars1,
state,co,11641980,alexandersanchez.exemplars1,
gender,m,11641980,alexandersanchez.exemplars1,
raceethnic,native,11641980,alexandersanchez.exemplars1,
religion,none,11641980,alexandersanchez.exemplars1,
relfamily,spiritual,11641980,alexandersanchez.exemplars1,
citizenship,us,11641980,alexandersanchez.exemplars1,
residence,us,11641980,alexandersanchez.exemplars1,
religionid,1,11641982,alexandersanchez.exemplars1,
birthyear,1995,11641982,alexandersanchez.exemplars1,
birthmonth,2,11641982,alexandersanchez.exemplars1,
genoccupation,25-,11641982,alexandersanchez.exemplars1,
occupation,25-2000,11641982,alexandersanchez.exemplars1,
politicalid,3,11641982,alexandersanchez.exemplars1,
education,7,11641982,alexandersanchez.exemplars1,
relfamily,atheist,11641982,alexandersanchez.exemplars1,
gender,m,11641982,alexandersanchez.exemplars1,
state,mn,11641982,alexandersanchez.exemplars1,
religion,none,11641982,alexandersanchez.exemplars1,
citizenship,us,11641982,alexandersanchez.exemplars1,
residence,us,11641982,alexandersanchez.exemplars1,
raceethnic,white,11641982,alexandersanchez.exemplars1,
birthmonth,1,11641984,alexandersanchez.exemplars1,
birthyear,1972,11641984,alexandersanchez.exemplars1,
politicalid,2,11641984,alexandersanchez.exemplars1,
religionid,3,11641984,alexandersanchez.exemplars1,
genoccupation,43-,11641984,alexandersanchez.exemplars1,
occupation,43-7000,11641984,alexandersanchez.exemplars1,
education,6,11641984,alexandersanchez.exemplars1,
raceethnic,black,11641984,alexandersanchez.exemplars1,
state,ca,11641984,alexandersanchez.exemplars1,
religion,catholic,11641984,alexandersanchez.exemplars1,
gender,f,11641984,alexandersanchez.exemplars1,
relfamily,othercatholic,11641984,alexandersanchez.exemplars1,
citizenship,us,11641984,alexandersanchez.exemplars1,
residence,us,11641984,alexandersanchez.exemplars1,
religionid,1,11641985,alexandersanchez.exemplars1,
birthyear,1956,11641985,alexandersanchez.exemplars1,
politicalid,2,11641985,alexandersanchez.exemplars1,
genoccupation,2931,11641985,alexandersanchez.exemplars1,
occupation,31-1000,11641985,alexandersanchez.exemplars1,
education,7,11641985,alexandersanchez.exemplars1,
birthmonth,8,11641985,alexandersanchez.exemplars1,
gender,f,11641985,alexandersanchez.exemplars1,
state,il,11641985,alexandersanchez.exemplars1,
relfamily,presbyterian,11641985,alexandersanchez.exemplars1,
religion,protestant,11641985,alexandersanchez.exemplars1,
reldenom,unknownpresbyterian,11641985,alexandersanchez.exemplars1,
citizenship,us,11641985,alexandersanchez.exemplars1,
residence,us,11641985,alexandersanchez.exemplars1,
raceethnic,white,11641985,alexandersanchez.exemplars1,
politicalid,1,11641986,alexandersanchez.exemplars1,
birthyear,1994,11641986,alexandersanchez.exemplars1,
religionid,3,11641986,alexandersanchez.exemplars1,
genoccupation,35-,11641986,alexandersanchez.exemplars1,
occupation,35-9000,11641986,alexandersanchez.exemplars1,
education,5,11641986,alexandersanchez.exemplars1,
birthmonth,9,11641986,alexandersanchez.exemplars1,
religion,catholic,11641986,alexandersanchez.exemplars1,
gender,f,11641986,alexandersanchez.exemplars1,
state,md,11641986,alexandersanchez.exemplars1,
relfamily,romancatholic,11641986,alexandersanchez.exemplars1,
citizenship,us,11641986,alexandersanchez.exemplars1,
residence,us,11641986,alexandersanchez.exemplars1,
raceethnic,white,11641986,alexandersanchez.exemplars1,
politicalid,-2,11641995,alexandersanchez.exemplars1,
birthyear,2001,11641995,alexandersanchez.exemplars1,
genoccupation,25-,11641995,alexandersanchez.exemplars1,
occupation,25-3000,11641995,alexandersanchez.exemplars1,
religionid,4,11641995,alexandersanchez.exemplars1,
birthmonth,5,11641995,alexandersanchez.exemplars1,
education,6,11641995,alexandersanchez.exemplars1,
raceethnic,black,11641995,alexandersanchez.exemplars1,
gender,f,11641995,alexandersanchez.exemplars1,
reldenom,houseofprayer,11641995,alexandersanchez.exemplars1,
state,ky,11641995,alexandersanchez.exemplars1,
relfamily,pentecostal,11641995,alexandersanchez.exemplars1,
religion,protestant,11641995,alexandersanchez.exemplars1,
citizenship,us,11641995,alexandersanchez.exemplars1,
residence,us,11641995,alexandersanchez.exemplars1,
politicalid,-2,11641996,alexandersanchez.exemplars1,
birthyear,1974,11641996,alexandersanchez.exemplars1,
genoccupation,25-,11641996,alexandersanchez.exemplars1,
occupation,25-2000,11641996,alexandersanchez.exemplars1,
religionid,3,11641996,alexandersanchez.exemplars1,
education,6,11641996,alexandersanchez.exemplars1,
birthmonth,9,11641996,alexandersanchez.exemplars1,
relfamily,baptist,11641996,alexandersanchez.exemplars1,
gender,f,11641996,alexandersanchez.exemplars1,
state,mi,11641996,alexandersanchez.exemplars1,
religion,protestant,11641996,alexandersanchez.exemplars1,
reldenom,unknownbaptist,11641996,alexandersanchez.exemplars1,
citizenship,us,11641996,alexandersanchez.exemplars1,
residence,us,11641996,alexandersanchez.exemplars1,
raceethnic,white,11641996,alexandersanchez.exemplars1,
birthyear,1995,11641997,alexandersanchez.exemplars1,
politicalid,2,11641997,alexandersanchez.exemplars1,
genoccupation,21-,11641997,alexandersanchez.exemplars1,
occupation,21-1000,11641997,alexandersanchez.exemplars1,
birthmonth,3,11641997,alexandersanchez.exemplars1,
religionid,3,11641997,alexandersanchez.exemplars1,
education,7,11641997,alexandersanchez.exemplars1,
religion,catholic,11641997,alexandersanchez.exemplars1,
gender,f,11641997,alexandersanchez.exemplars1,
raceethnic,hispanic,11641997,alexandersanchez.exemplars1,
state,nj,11641997,alexandersanchez.exemplars1,
relfamily,romancatholic,11641997,alexandersanchez.exemplars1,
citizenship,us,11641997,alexandersanchez.exemplars1,
residence,us,11641997,alexandersanchez.exemplars1,
religionid,1,11642003,alexandersanchez.exemplars1,
genoccupation,13-,11642003,alexandersanchez.exemplars1,
occupation,13-1000,11642003,alexandersanchez.exemplars1,
birthyear,1992,11642003,alexandersanchez.exemplars1,
politicalid,2,11642003,alexandersanchez.exemplars1,
education,7,11642003,alexandersanchez.exemplars1,
birthmonth,8,11642003,alexandersanchez.exemplars1,
relfamily,agnostic,11642003,alexandersanchez.exemplars1,
gender,f,11642003,alexandersanchez.exemplars1,
state,il,11642003,alexandersanchez.exemplars1,
religion,none,11642003,alexandersanchez.exemplars1,
multi_asian,null,11642003,alexandersanchez.exemplars1,
multi_black,null,11642003,alexandersanchez.exemplars1,
multi_hispanic,null,11642003,alexandersanchez.exemplars1,
multi_middleeastern,null,11642003,alexandersanchez.exemplars1,
multi_native,null,11642003,alexandersanchez.exemplars1,
multi_pacificislander,null,11642003,alexandersanchez.exemplars1,
multi_white,null,11642003,alexandersanchez.exemplars1,
residence,sm,11642003,alexandersanchez.exemplars1,
citizenship,us,11642003,alexandersanchez.exemplars1,
raceethnic,white,11642003,alexandersanchez.exemplars1,
politicalid,0,11642006,alexandersanchez.exemplars1,
birthmonth,10,11642006,alexandersanchez.exemplars1,
birthyear,1967,11642006,alexandersanchez.exemplars1,
genoccupation,25-,11642006,alexandersanchez.exemplars1,
occupation,25-9000,11642006,alexandersanchez.exemplars1,
religionid,3,11642006,alexandersanchez.exemplars1,
education,7,11642006,alexandersanchez.exemplars1,
gender,f,11642006,alexandersanchez.exemplars1,
reldenom,justchristian,11642006,alexandersanchez.exemplars1,
state,mi,11642006,alexandersanchez.exemplars1,
relfamily,nondenominational,11642006,alexandersanchez.exemplars1,
religion,protestant,11642006,alexandersanchez.exemplars1,
citizenship,us,11642006,alexandersanchez.exemplars1,
residence,us,11642006,alexandersanchez.exemplars1,
raceethnic,white,11642006,alexandersanchez.exemplars1,
politicalid,0,11642008,alexandersanchez.exemplars1,
birthyear,1969,11642008,alexandersanchez.exemplars1,
genoccupation,25-,11642008,alexandersanchez.exemplars1,
occupation,25-9000,11642008,alexandersanchez.exemplars1,
religionid,3,11642008,alexandersanchez.exemplars1,
birthmonth,6,11642008,alexandersanchez.exemplars1,
education,9,11642008,alexandersanchez.exemplars1,
relfamily,baptist,11642008,alexandersanchez.exemplars1,
reldenom,conservativebaptist,11642008,alexandersanchez.exemplars1,
gender,f,11642008,alexandersanchez.exemplars1,
state,nc,11642008,alexandersanchez.exemplars1,
religion,protestant,11642008,alexandersanchez.exemplars1,
citizenship,us,11642008,alexandersanchez.exemplars1,
residence,us,11642008,alexandersanchez.exemplars1,
raceethnic,white,11642008,alexandersanchez.exemplars1,
politicalid,-1,11642009,alexandersanchez.exemplars1,
birthyear,1938,11642009,alexandersanchez.exemplars1,
religionid,4,11642009,alexandersanchez.exemplars1,
education,5,11642009,alexandersanchez.exemplars1,
birthmonth,6,11642009,alexandersanchez.exemplars1,
genoccupation,9998,11642009,alexandersanchez.exemplars1,
gender,f,11642009,alexandersanchez.exemplars1,
relfamily,methodist,11642009,alexandersanchez.exemplars1,
religion,protestant,11642009,alexandersanchez.exemplars1,
reldenom,unitedmethodist,11642009,alexandersanchez.exemplars1,
citizenship,us,11642009,alexandersanchez.exemplars1,
residence,us,11642009,alexandersanchez.exemplars1,
state,va,11642009,alexandersanchez.exemplars1,
raceethnic,white,11642009,alexandersanchez.exemplars1,
birthyear,1991,11642017,alexandersanchez.exemplars1,
politicalid,2,11642017,alexandersanchez.exemplars1,
genoccupation,21-,11642017,alexandersanchez.exemplars1,
occupation,21-1000,11642017,alexandersanchez.exemplars1,
religionid,3,11642017,alexandersanchez.exemplars1,
birthmonth,4,11642017,alexandersanchez.exemplars1,
education,9,11642017,alexandersanchez.exemplars1,
relfamily,adventist,11642017,alexandersanchez.exemplars1,
raceethnic,black,11642017,alexandersanchez.exemplars1,
state,ga,11642017,alexandersanchez.exemplars1,
gender,other,11642017,alexandersanchez.exemplars1,
religion,protestant,11642017,alexandersanchez.exemplars1,
reldenom,sda,11642017,alexandersanchez.exemplars1,
citizenship,us,11642017,alexandersanchez.exemplars1,
residence,us,11642017,alexandersanchez.exemplars1,
birthyear,1993,11642021,alexandersanchez.exemplars1,
politicalid,2,11642021,alexandersanchez.exemplars1,
genoccupation,25-,11642021,alexandersanchez.exemplars1,
occupation,25-9000,11642021,alexandersanchez.exemplars1,
religionid,3,11642021,alexandersanchez.exemplars1,
birthmonth,4,11642021,alexandersanchez.exemplars1,
education,7,11642021,alexandersanchez.exemplars1,
raceethnic,black,11642021,alexandersanchez.exemplars1,
religion,catholic,11642021,alexandersanchez.exemplars1,
relfamily,eastern,11642021,alexandersanchez.exemplars1,
gender,m,11642021,alexandersanchez.exemplars1,
citizenship,us,11642021,alexandersanchez.exemplars1,
residence,us,11642021,alexandersanchez.exemplars1,
state,va,11642021,alexandersanchez.exemplars1,
politicalid,1,11642023,alexandersanchez.exemplars1,
religionid,1,11642023,alexandersanchez.exemplars1,
birthmonth,10,11642023,alexandersanchez.exemplars1,
genoccupation,13-,11642023,alexandersanchez.exemplars1,
occupation,13-2000,11642023,alexandersanchez.exemplars1,
birthyear,1972,11642023,alexandersanchez.exemplars1,
education,7,11642023,alexandersanchez.exemplars1,
gender,m,11642023,alexandersanchez.exemplars1,
religion,none,11642023,alexandersanchez.exemplars1,
relfamily,null,11642023,alexandersanchez.exemplars1,
citizenship,uk,11642023,alexandersanchez.exemplars1,
residence,uk,11642023,alexandersanchez.exemplars1,
raceethnic,white,11642023,alexandersanchez.exemplars1,
politicalid,1,11642027,alexandersanchez.exemplars1,
birthyear,1999,11642027,alexandersanchez.exemplars1,
